.14
-41.94,48.27
42.83,17.55
31.77,19.20
30.91,19.75
35.09,16.45
29.97,18.10
30.49,17.00
28.29,17.00
23.20,16.45
22.66,16.45
20.94,15.36
19.17,13.16
11.43,15.91
17.03,13.71
17.77,14.26
2.43,16.45
8.94,13.71
10.69,13.16
-49.51,35.10
-47.43,36.20
-47.49,39.49
-47.66,37.85
-45.66,42.78
-46.20,39.49
-45.17,42.78
-43.63,42.23
-41.80,46.62
-41.94,46.62
-37.40,52.66
-18.40,49.36
46.20,18.10
38.06,17.55
32.00,19.75
31.63,14.81
28.46,17.55
29.23,15.91
27.74,17.55
23.17,19.20
22.74,14.81
21.49,17.00
17.86,16.45
17.51,15.91
17.29,17.00
-25.94,25.78
-48.20,36.20
-48.17,37.85
-48.40,39.49
-46.69,44.98
-45.74,41.14
-45.14,46.62
-42.91,47.17
-42.23,49.36
-41.69,48.27
-40.29,46.07
-14.54,24.68
32.51,23.59
39.66,20.84
35.71,16.45
33.49,19.75
26.03,16.45
27.63,15.91
22.37,14.26
24.94,15.91
24.03,17.00
20.40,18.10
16.26,17.00
17.91,14.81
15.20,15.91
16.40,9.87
-0.34,19.20
-50.31,35.65
-48.23,36.20
-49.20,38.94
-47.71,41.14
-47.43,42.78
-46.26,44.43
-45.80,43.33
-42.43,48.27
-43.11,51.01
-41.09,50.46
-36.89,47.72
3.94,21.39
41.91,19.75
34.23,20.29
28.37,18.10
32.80,17.00
34.94,17.00
27.37,15.91
25.00,14.81
22.37,15.36
21.43,14.81
19.23,14.81
19.74,12.07
17.31,16.45
18.89,15.36
17.86,13.71
14.86,14.26
10.17,10.97
1.03,14.81
-49.51,36.20
-50.14,37.85
-48.83,38.39
-48.23,42.23
-47.49,40.59
-45.71,41.69
-44.43,46.07
-44.20,48.27
-41.77,47.17
-40.11,44.98
-40.34,49.91
11.74,30.72
27.14,25.78
35.14,20.29
35.80,18.10
36.29,17.00
29.31,15.91
25.69,17.55
26.20,17.00
19.14,13.71
22.89,14.81
21.06,14.81
16.03,15.91
17.89,16.45
20.80,14.81
15.69,14.26
9.40,15.91
-49.00,30.72
-48.49,36.20
-48.14,39.49
-47.63,39.49
-46.74,38.39
-45.57,42.78
-42.66,44.43
-44.71,47.72
-44.74,42.23
-42.86,48.27
-40.17,49.36
41.00,27.42
37.26,20.84
34.34,18.65
33.71,17.55
28.97,17.55
28.46,15.91
26.17,15.91
22.97,14.81
24.40,15.36
20.51,17.00
19.20,15.91
18.34,17.00
17.17,14.81
13.86,17.00
12.54,17.55
-48.77,35.65
-48.06,38.39
-47.20,38.39
-46.83,40.04
-47.46,40.59
-45.63,43.33
-43.80,43.33
-43.91,48.82
-41.63,44.98
-41.97,47.17
-23.06,50.46
44.86,20.29
34.66,19.20
37.11,19.20
36.31,17.00
31.11,16.45
28.31,15.36
28.40,15.91
21.97,16.45
27.94,15.91
21.83,13.16
19.71,14.26
16.74,14.81
13.69,18.65
16.29,14.26
7.09,15.91
-51.29,36.20
-48.71,37.85
-49.17,36.75
-49.91,41.14
-48.66,39.49
-48.06,47.17
-46.40,46.07
-44.09,48.27
-46.03,46.62
-42.83,47.72
-38.26,42.23
40.43,21.39
36.49,19.20
32.17,17.55
32.20,14.81
34.83,17.00
32.46,14.26
27.51,14.26
25.71,16.45
25.29,15.36
20.66,15.91
17.63,12.62
19.00,13.16
16.77,14.26
15.54,13.71
15.77,15.36
15.06,13.16
17.31,13.16
-52.00,30.72
-50.77,37.30
-50.80,39.49
-50.57,39.49
-49.43,43.33
-48.97,43.33
-46.34,48.27
-45.23,52.66
-45.06,48.82
-43.89,48.82
-42.11,53.75
-41.74,49.91
-1.77,15.36
33.77,22.49
42.29,19.75
37.91,18.65
33.34,15.91
36.57,15.36
26.43,15.36
30.23,16.45
25.17,15.91
24.89,13.16
20.23,13.16
23.06,14.81
18.83,14.81
16.97,13.71
16.57,13.71
18.46,10.97
14.71,14.26
-26.71,23.04
-51.37,36.75
-52.40,41.69
-50.40,40.59
-49.11,44.43
-48.74,43.33
-48.26,47.72
-46.83,44.43
-46.60,47.72
-47.26,51.56
-42.17,48.27
-38.54,54.85
-25.20,50.46
46.37,19.75
36.69,17.55
30.37,16.45
37.14,18.65
30.69,14.81
32.20,14.81
28.09,14.26
24.86,14.81
24.03,13.71
23.80,13.16
21.94,12.07
19.71,15.91
18.29,13.16
16.57,15.36
-29.77,26.88
-51.49,39.49
-50.66,39.49
-49.66,39.49
-48.11,42.78
-47.71,43.88
-47.94,43.33
-46.43,47.72
-47.46,47.17
-41.57,47.17
-45.00,48.27
32.37,25.78
38.23,17.00
27.89,17.55
25.97,17.00
32.09,16.45
30.11,14.81
29.74,17.00
27.20,14.26
21.57,15.36
22.11,12.62
22.77,10.97
20.23,12.62
19.00,15.36
2.17,17.00
-51.20,38.94
-50.23,42.78
-51.34,40.59
-49.89,41.69
-49.23,42.78
-48.26,47.72
-46.40,43.88
-45.74,46.62
-45.09,53.20
-37.89,52.66
-21.23,38.94
41.06,21.39
33.74,17.00
39.57,17.55
35.40,15.91
30.43,15.36
27.29,14.81
26.57,15.91
25.09,17.00
24.06,15.91
24.00,14.26
15.57,17.00
16.40,17.55
16.57,14.81
17.77,14.81
11.29,10.42
12.60,14.26
8.60,17.00
-52.71,36.75
-50.37,40.04
-50.49,38.94
-49.94,39.49
-49.40,44.43
-47.71,40.59
-46.80,46.62
-46.09,46.62
-45.63,47.17
-43.14,52.11
-43.51,52.11
32.57,23.59
35.40,17.00
37.29,18.65
30.63,15.91
33.09,15.36
31.71,16.45
28.17,17.00
27.86,14.26
24.11,16.45
22.60,13.71
19.49,9.32
17.11,15.36
16.00,15.36
13.46,14.26
7.43,10.42
-24.63,21.94
-50.09,37.85
-50.09,35.65
-49.31,40.59
-48.97,41.69
-48.43,44.43
-47.17,46.62
-45.34,46.62
-43.60,48.82
-41.00,49.36
-45.86,48.27
-38.63,46.07
48.46,17.55
33.74,19.75
27.83,17.55
32.63,17.00
31.83,15.91
30.03,15.91
28.26,14.26
21.57,17.00
25.29,12.62
24.91,12.62
20.51,14.81
19.34,13.16
11.74,15.91
19.06,15.36
15.69,16.45
14.29,13.71
-50.14,36.75
-50.57,37.30
-49.71,39.49
-48.20,38.94
-48.49,42.23
-48.17,44.43
-45.54,41.69
-44.40,47.72
-45.51,45.53
-41.57,52.11
-44.31,50.46
-40.06,49.36
51.80,20.29
38.14,15.36
35.69,19.20
35.26,17.55
25.80,17.00
31.09,14.81
29.14,16.45
27.11,15.36
22.26,16.45
24.26,15.91
22.86,14.81
17.00,15.91
21.23,13.16
17.46,15.36
5.77,17.55
9.54,14.81
20.29,13.16
-37.66,36.75
-50.69,37.30
-50.34,37.85
-49.83,42.23
-48.03,41.69
-48.37,40.59
-46.77,44.43
-45.66,48.27
-44.60,49.36
-42.60,48.27
-41.23,49.91
46.09,20.84
37.51,19.20
36.94,18.10
31.40,18.10
28.51,15.91
29.49,15.36
27.71,15.91
24.29,17.55
20.83,15.36
19.69,13.71
17.31,18.10
17.03,15.36
18.11,14.81
12.23,16.45
-29.11,27.42
-51.09,34.56
-49.71,40.59
-48.37,37.85
-48.29,38.94
-47.11,45.53
-46.86,44.98
-45.43,46.07
-43.46,49.36
-42.60,50.46
-41.66,50.46
-34.89,53.20
35.34,15.91
41.29,18.65
37.26,20.29
29.94,18.10
27.83,17.00
29.91,15.36
26.06,17.55
24.91,16.45
22.51,16.45
23.43,15.91
17.34,12.07
17.97,12.62
19.77,12.07
13.57,15.36
5.97,17.00
-51.63,36.20
-49.40,37.85
-48.91,38.94
-47.91,39.49
-47.60,44.43
-44.86,46.07
-46.46,49.91
-44.20,45.53
-42.31,47.72
-40.94,51.56
-29.34,53.75
49.57,27.97
40.89,19.75
36.29,19.20
31.60,17.55
31.60,18.10
26.40,18.65
28.74,15.36
23.03,18.10
26.09,15.91
17.77,15.91
19.80,16.45
14.31,19.20
18.11,15.36
17.17,13.16
10.46,15.91
-7.40,12.07
-51.11,34.56
-49.17,40.04
-49.23,38.39
-48.49,39.49
-46.69,44.43
-45.74,40.04
-45.89,44.43
-44.34,47.17
-42.80,52.11
-43.94,48.82
-38.77,47.72
51.00,14.26
33.54,17.00
35.17,18.65
33.40,17.55
30.77,18.10
33.60,16.45
25.03,13.71
26.83,14.81
24.86,13.71
24.14,17.55
20.97,15.36
20.14,15.91
12.29,10.97
20.03,17.00
8.00,14.81
15.69,12.62
6.80,17.55
5.03,12.62
-50.26,37.85
-49.69,36.20
-49.06,37.30
-49.74,37.30
-48.69,42.23
-46.69,41.69
-44.83,41.14
-44.94,42.23
-42.83,47.17
-44.40,51.01
-45.00,49.91
6.91,20.84
37.83,20.84
39.69,18.65
34.69,17.00
33.09,15.91
30.49,15.91
27.89,16.45
22.26,15.91
22.57,17.00
23.83,14.81
17.71,15.36
15.51,13.16
17.43,13.16
14.63,15.36
10.26,15.36
14.40,15.36
-50.40,36.20
-48.94,38.94
-48.83,41.14
-48.51,40.04
-48.80,40.04
-46.46,44.43
-43.63,47.72
-44.37,47.72
-43.54,48.82
-42.83,48.27
-43.03,46.62
28.37,31.81
35.26,24.68
35.40,19.20
29.97,17.55
32.51,16.45
30.26,17.00
25.89,15.36
25.74,15.91
24.43,15.91
21.40,13.71
17.51,18.65
17.80,15.91
17.74,17.00
13.77,14.81
15.31,15.36
-54.80,35.65
-51.26,36.75
-48.83,39.49
-48.26,41.69
-47.91,45.53
-45.97,46.07
-44.86,43.33
-45.26,49.91
-43.91,45.53
-44.20,46.07
-42.97,49.36
-20.66,27.42
41.49,21.39
33.37,19.75
35.74,19.20
26.80,18.65
32.31,15.36
29.71,16.45
26.37,17.55
25.71,13.16
23.77,14.81
21.94,13.71
19.29,14.81
14.54,13.16
16.11,11.52
9.89,13.71
11.26,15.91
6.86,18.65
-51.83,37.85
-51.03,39.49
-49.34,40.59
-48.60,39.49
-47.97,41.69
-46.40,43.33
-47.03,43.33
-42.40,48.27
-46.51,44.98
-42.34,49.36
-43.14,48.27
46.71,23.59
43.69,18.10
32.60,18.65
36.43,15.91
28.77,17.00
31.14,17.00
27.83,15.36
24.09,16.45
25.29,13.71
22.00,15.36
21.00,13.71
14.69,13.71
18.63,15.91
11.29,17.00
0.40,16.45
-49.94,35.65
-49.71,37.85
-49.34,42.78
-48.34,42.78
-46.11,42.23
-45.66,45.53
-45.46,46.07
-45.11,44.43
-42.37,49.36
-42.91,53.20
-37.29,44.98
38.51,21.94
33.63,19.20
35.97,18.65
34.63,18.10
31.60,16.45
33.80,17.00
28.26,17.00
27.09,14.26
24.37,14.81
21.29,13.71
21.97,16.45
15.86,14.26
18.69,15.91
15.63,16.45
-20.11,25.23
-49.94,37.30
-49.06,37.85
-48.77,39.49
-49.49,38.94
-46.69,45.53
-46.26,41.14
-42.74,45.53
-43.49,46.07
-41.91,46.07
-39.83,43.88
34.06,17.55
36.34,18.10
31.57,18.10
30.37,15.91
29.29,14.81
28.00,17.55
25.34,15.91
24.86,17.00
24.86,18.10
23.66,13.16
20.26,12.62
17.43,14.81
12.40,15.91
18.97,11.52
9.97,15.91
-50.74,31.81
-50.54,37.85
-49.34,40.04
-50.11,36.75
-46.60,41.14
-47.26,40.59
-46.43,44.98
-46.14,49.36
-45.57,46.62
-42.49,49.91
-43.34,46.07
46.26,24.68
38.11,19.20
34.31,18.10
32.31,16.45
32.23,16.45
31.17,18.10
25.80,18.10
24.03,14.81
24.31,14.81
20.23,15.36
17.37,15.36
21.37,15.91
17.34,14.26
18.91,13.71
4.86,12.62
7.26,17.00
-26.09,21.94
-49.83,38.94
-50.29,36.75
-49.40,38.94
-48.51,40.59
-48.40,40.59
-47.20,44.98
-45.20,47.72
-45.37,48.27
-44.20,46.07
-43.77,54.30
-38.91,51.01
47.74,16.45
39.34,19.75
35.34,17.55
31.80,18.65
33.43,18.65
30.77,15.91
27.57,14.81
24.74,15.36
25.43,15.91
20.86,15.91
22.26,17.00
18.29,18.65
17.40,13.16
19.54,13.71
15.74,17.55
12.40,14.81
-52.11,32.91
-49.69,36.75
-49.91,40.04
-47.91,42.78
-47.91,44.98
-47.00,44.98
-46.37,45.53
-43.43,47.72
